DT,CD,NM,FRGN_RT,END_PRC,VOL,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN,VOL_MEDIAN,REMAIN_SELL,REMAIN_BUY
2022-03-23,A110790,크리스에프앤씨,3.82,44650,32802,42280,41523,40915,27315,40225,20015,11313,343
2022-03-23,A214150,클래시스,5.3,21050,352868,21550,559542,21105,797925,21200,767742,23228,43937
2022-03-23,A039490,키움증권,25.39,99000,30789,98520,43017,97290,59241,98100,53491,5629,15249
2022-03-23,A124560,태웅로직스,1.54,8830,380037,8872,277265,8680,428862,8825,273816,7001,21799
2022-03-23,A095610,테스,10.26,27150,103565,26510,140568,25530,107245,25425,92632,28741,21008
2022-03-23,A131970,테스나,3.18,42550,140000,42390,148008,42045,266686,42350,138904,17254,11723
2022-03-23,A055490,테이팩스,1.42,79900,21179,78060,27893,76550,24925,76400,22403,5221,1788
2022-03-23,A064760,티씨케이,68.27,124300,16439,123960,35627,120360,29891,120000,22941,1413,177
2022-03-23,A340570,티앤엘,0.83,43400,154083,43380,440179,41450,242934,40575,80795,4941,8272
2022-03-23,A131290,티에스이,8.83,59500,19537,59020,29759,58030,38568,58550,35541,2592,4652
2022-03-23,A356860,티엘비,0.0,34100,18207,33760,18463,32860,14570,32750,14901,1289,1683
2022-03-23,A214450,파마리서치,11.55,91600,44817,91680,48415,90060,62018,91400,52340,1704,6412
2022-03-23,A005690,파미셀,8.45,11400,208361,11500,238937,11405,238164,11425,224698,77452,64972
2022-03-23,A170790,파이오링크,2.9,16450,54236,15910,51131,15460,34783,15275,24800,15918,16249
2022-03-23,A091700,파트론,18.18,10900,707814,10570,805299,10301,830218,10300,849456,235280,148129
2022-03-23,A028670,팬오션,13.57,6940,3446631,7028,3986814,7186,5634970,7135,5372792,144831,244360
2022-03-23,A058430,포스코강판,2.66,57000,775136,49820,182605,48330,100862,47350,25528,15796,6054
2022-03-23,A318020,포인트모바일,0.44,18450,257827,19330,145315,19125,107088,19300,82143,10634,49480
2022-03-23,A103140,풍산,11.84,33550,182772,32700,167061,32715,214366,32650,173376,32294,10892
2022-03-23,A005810,풍산홀딩스,10.02,29400,18929,29120,12421,29010,13350,29025,11730,14094,2836
2022-03-23,A053610,프로텍,2.49,30350,132388,29610,161879,28485,133879,28400,124505,4644,15841
2022-03-23,A367000,플래티어,0.15,18750,127631,18890,121492,18090,175960,18775,116258,8815,10465
2022-03-23,A051380,피씨디렉트,0.48,17600,109184,17930,104979,17815,74201,17800,56468,12210,16498
2022-03-23,A178920,PI첨단소재,11.51,44900,162461,44330,116964,44080,112958,44225,104886,5991,7782
2022-03-23,A319660,피에스케이,10.76,48200,145922,48230,179450,46950,160871,47125,146567,5181,9894
2022-03-23,A031980,피에스케이홀딩스,2.6,13950,49497,13930,63972,13710,79246,13750,63123,17086,9131
2022-03-23,A239890,피엔에이치테크,2.52,28200,72846,28050,97725,27240,73966,27125,52810,3306,2711
2022-03-23,A128660,피제이메탈,0.78,6000,2488931,5726,1645548,5656,1499227,5765,1327339,80281,54927
2022-03-23,A376180,피코그램,0.92,21400,151281,20640,139544,20135,192410,19975,82733,12525,13884
2022-03-23,A347770,핌스,1.65,25050,95563,23940,69882,23250,65205,23225,57333,11164,9239
2022-03-23,A067310,하나마이크론,7.04,19150,458117,19060,875919,18625,869569,18875,624787,161191,86603
2022-03-23,A166090,하나머티리얼즈,25.75,51200,42411,51540,53393,50515,77604,51300,82984,4632,11393
2022-03-23,A003380,하림지주,6.94,10750,383708,10240,529777,10225,413503,10175,329227,171789,156120
2022-03-23,A126700,하이비젼시스템,5.82,20000,146250,19870,147966,19410,137539,19350,139498,36039,37934
2022-03-23,A004590,한국가구,1.47,6570,670849,6412,351756,6288,664573,6300,411945,27643,26109
2022-03-23,A039340,한국경제TV,9.63,7140,24964,7078,29356,6957,27325,6960,23037,11994,2244
2022-03-23,A034950,한국기업평가,75.84,80400,580,80380,986,80030,1638,80300,1158,1303,544
2022-03-23,A002960,한국쉘석유,63.14,255000,1775,251300,1041,251400,1075,251250,1006,1282,1165
2022-03-23,A071055,한국금융지주우,15.27,67000,14052,65860,10959,65390,11565,65350,9950,3076,6365
2022-03-23,A071050,한국금융지주,34.89,77700,155250,76820,197824,76430,212084,76400,205631,28874,12814
2022-03-23,A014790,한라,2.2,5800,176382,5862,267004,5849,413848,5850,270683,9934,23493
2022-03-23,A042700,한미반도체,5.76,33050,143615,32860,202568,32430,199527,32850,187646,32932,33657
2022-03-23,A105630,한세실업,5.49,24550,319253,24610,312390,23545,425960,24400,325868,19953,16409
2022-03-23,A009180,한솔로지스틱스,4.37,3590,206573,3591,204471,3534,190117,3532,156867,18111,83592
2022-03-23,A014680,한솔케미칼,39.67,228000,76966,222300,90649,211900,88017,210500,74491,7300,3085
2022-03-23,A078350,한양디지텍,7.99,16000,581411,15000,236856,14330,166146,14250,107316,60582,15079
2022-03-23,A001755,한양증권우,0.14,19250,1314,18830,752,18530,830,18425,677,731,229
2022-03-23,A001750,한양증권,8.71,14000,14446,13970,20221,13910,22743,13925,20274,8773,34491
2022-03-23,A002220,한일철강,1.9,4355,3588171,3828,975099,3664,532167,3542,151204,16093,22746
2022-03-23,A007770,한일화학,3.39,18950,36639,18740,27588,18835,43512,18800,33673,4772,5658
2022-03-23,A000885,한화우,0.08,38500,686,38390,776,38475,978,38500,886,584,297
2022-03-23,A00088K,한화3우B,11.75,15600,22770,15500,33646,15455,26958,15450,21710,17779,12704
2022-03-23,A000880,한화,15.91,31400,229377,30760,184985,30595,175534,30450,173446,60518,15004
2022-03-23,A195870,해성디에스,6.64,50300,78790,49850,110311,48475,162700,49000,137903,14259,11721
2022-03-23,A042670,현대두산인프라코어,9.51,6830,786520,6798,1015556,6792,1205943,6820,1196639,97101,101754
2022-03-23,A004565,현대비앤지스틸우,0.59,70200,2652,68960,1415,69830,4100,69050,2171,70,631
2022-03-23,A004560,현대비앤지스틸,4.17,17850,506093,17200,241526,17210,348324,17250,295921,39865,33983
2022-03-23,A090850,현대이지웰,25.62,9790,73993,9802,95271,9886,75064,9915,77923,8853,2833
2022-03-23,A004800,효성,7.26,85100,42434,84480,37507,84220,33181,84350,32691,4928,5019
2022-03-23,A094280,효성ITX,0.47,18000,14415,17930,28724,17440,19930,17425,14475,6053,13242
2022-03-23,A298050,효성첨단소재,7.57,489000,27882,492700,26639,490800,28051,491000,27048,1099,2294
2022-03-23,A298020,효성티앤씨,11.81,462500,39025,468800,42456,473150,37057,474000,35433,1827,6601
2022-03-23,A298000,효성화학,7.27,256000,19777,259700,18065,262150,13661,261250,10559,2559,3537
2022-03-23,A081660,휠라홀딩스,40.87,31550,512177,32730,471758,33095,417141,33375,341189,26279,59357
2022-03-23,A205470,휴마시스,5.12,18850,1540994,19160,2451599,18785,3231154,18825,1866914,89849,126190
2022-03-23,A007700,F&F,0.65,26300,33568,26220,61149,26195,43209,26175,31866,5592,12308
2022-03-23,A001120,LG상사,24.31,34150,644379,32020,680403,31265,632254,30775,533464,34814,18977
2022-03-23,A042670,두산인프라코어,9.51,6830,786520,6798,1015556,6792,1205943,6820,1196639,97101,101754
2022-03-23,A108320,실리콘웍스,34.04,144700,346781,136460,318797,129000,245196,126600,237467,19654,798
2022-03-22,A282330,BGF리테일,30.94,179000,28891,177700,53436,174750,62454,175000,58402,10691,8639
2022-03-22,A000995,DB하이텍1우,1.07,94800,89,93840,265,93780,305,93750,274,272,104
2022-03-22,A000990,DB하이텍,23.79,72600,655794,71480,913617,70270,910818,70550,760318,45575,61412
2022-03-22,A000215,DL우,7.2,37650,945,37420,831,37045,745,37075,700,1204,1418
2022-03-22,A001880,DL건설,2.16,29700,23972,30190,45151,29715,46642,29825,44506,3925,3194
2022-03-22,A000210,DL,12.25,59800,37962,59680,41444,59160,42769,59350,40038,8952,9243
2022-03-22,A078935,GS우,9.55,34650,2540,34590,2195,34535,2257,34550,2177,1097,1391
2022-03-22,A078930,GS,19.14,40150,91181,40010,173004,40210,190597,40225,197000,28933,22933
2022-03-22,A016385,KG동부제철우,0.0,101500,129,102900,56,103550,76,103000,68,49,33
2022-03-22,A016380,KG동부제철,1.17,11300,206125,11040,274158,10815,251903,10750,214563,87368,79764
2022-03-22,A001120,LG상사,23.91,33650,1537030,31230,617059,30975,718853,30775,533464,37412,17092
2022-03-22,A051905,LG생활건강우,83.55,517000,3579,508200,6013,503100,7053,508000,7412,504,315
2022-03-22,A051900,LG생활건강,41.0,866000,61451,851000,83028,870800,81302,856500,80738,6513,1710
2022-03-22,A011070,LG이노텍,25.32,411500,356758,386200,500654,366150,453465,357750,448834,12008,11663
2022-03-22,A051915,LG화학우,71.66,252000,18380,249600,27165,249950,23325,250750,22959,1175,1499
2022-03-22,A051910,LG화학,48.27,492000,221981,476500,487181,475000,547771,480250,588273,17346,10836
2022-03-22,A035420,NAVER,54.66,339500,300199,339600,615174,331850,720090,330500,653412,35436,47678
2022-03-22,A008260,NI스틸,5.19,5000,177224,4858,421702,4742,368771,4725,267267,26714,6240
2022-03-22,A010060,OCI,14.1,111500,126709,109900,210867,109600,327362,109000,310507,61803,25533
2022-03-22,A010955,S-Oil우,14.16,54000,5073,52440,10685,51885,10905,51700,11758,7901,2140
2022-03-22,A010950,S-Oil,78.26,89400,315947,86480,384256,86500,549472,85450,408059,60315,13007
2022-03-22,A950110,SBI핀테크솔루션즈,80.15,7090,6250,7066,8692,7026,9670,7045,10373,9389,3307
2022-03-22,A009160,SIMPAC,7.33,8120,140833,8062,453304,7964,485548,7975,538361,53740,30078
2022-03-22,A210980,SK디앤디,5.03,31250,11429,30850,13312,30800,15173,30925,13705,3356,4069
2022-03-22,A002710,TCC스틸,0.93,10600,869112,10182,797820,10150,1262527,10150,944449,223221,94645
2022-03-22,A013580,계룡건설,22.33,40000,148696,39430,121906,38670,161548,39375,104861,15644,13114
2022-03-22,A049720,고려신용정보,1.24,8740,35221,8724,39237,8652,62344,8705,39838,2911,6153
2022-03-22,A098460,고영,63.52,18550,175200,18040,253757,17825,272162,17850,245272,45096,20091
2022-03-22,A215000,골프존,20.3,147500,36221,145520,37180,144650,39862,144650,36394,2570,967
2022-03-22,A007690,국도화학,19.88,57500,26578,57200,29471,57170,36254,57050,31306,7240,3527
2022-03-22,A083450,GST,9.55,31100,78992,30330,123178,30410,110876,30750,98076,8262,9809
2022-03-22,A002995,금호건설우,0.0,31850,134,31720,546,31130,683,31200,457,321,24
2022-03-22,A002990,금호건설,6.3,11550,160101,11550,183581,11320,162979,11350,145185,38033,45939
2022-03-22,A011785,금호석유우,8.64,89400,17743,87240,17706,85400,15723,85150,15758,1896,2570
2022-03-22,A011780,금호석유,20.37,161500,89232,159000,117076,154600,110393,154250,117286,43255,14972
2022-03-22,A190510,나무가,2.19,11550,162570,11310,507486,10895,328063,10700,170256,62195,48339
2022-03-22,A130580,나이스디앤비,45.35,9670,6179,9618,4926,9624,4147,9620,3550,4005,661
2022-03-22,A042420,네오위즈홀딩스,3.13,53500,260646,51900,157156,51775,217241,51650,163448,7013,5866
2022-03-22,A041140,넥슨지티,1.24,22650,906318,22390,1737765,22510,2438184,22775,2310176,61729,66537
2022-03-22,A194700,노바렉스,2.19,41250,11098,41380,28344,41775,41033,41800,24541,2684,4444
2022-03-22,A285490,노바텍,0.51,35900,26441,35680,38013,35565,40372,35875,42042,3334,4153
2022-03-22,A270870,뉴트리,3.47,19800,7307,19350,10756,19170,14456,19150,13079,9038,2173
2022-03-22,A119860,다나와,10.87,23100,24952,22940,67162,22540,50564,22550,33210,4218,3336
2022-03-22,A009190,대양금속,1.34,4780,1675391,4901,5358302,4562,3167552,4557,1808213,39244,84943
2022-03-22,A047040,대우건설,10.83,7070,1406865,7084,2794582,7088,4372005,7085,4230635,239344,182507
2022-03-22,A078600,대주전자재료,13.55,91400,89796,89480,159046,87490,170006,89050,148123,4900,4724
2022-03-22,A054670,대한뉴팜,1.33,11600,195582,11270,133882,11140,144233,11075,140423,88817,27773
2022-03-22,A084010,대한제강,10.06,21400,131092,21330,176253,22345,264994,21500,234532,17768,40273
2022-03-22,A005880,대한해운,6.07,2805,1287457,2822,1901806,2911,3043539,2852,2784516,163946,226593
2022-03-22,A298540,더네이쳐홀딩스,14.55,32700,78593,32310,103042,32740,95446,32550,80094,7356,3307
2022-03-22,A192080,더블유게임즈,10.19,51400,24312,51380,39275,50880,45781,51000,42056,5463,5673
2022-03-22,A299170,더블유에스아이,0.03,2570,40370,2524,51815,2503,37486,2500,30595,10427,6449
2022-03-22,A145720,덴티움,17.81,72300,67757,72540,156892,71380,170332,71650,176479,3561,5239
2022-03-22,A001230,동국제강,22.5,17250,661428,16920,619634,16795,670532,16825,554776,177573,84485
2022-03-22,A005965,동부건설우,18.65,29900,3775,30430,5851,30120,7080,30125,4830,458,777
2022-03-22,A005960,동부건설,1.61,14250,57313,14360,113571,14140,91554,14225,62269,17646,20991
2022-03-22,A005290,동진쎄미켐,7.36,37700,791362,35670,1345367,34195,992128,33550,695480,29299,25502
2022-03-22,A000155,두산우,14.59,86000,5086,85200,7047,85130,11175,85300,7922,933,507
2022-03-22,A000157,두산2우B,0.08,134500,15657,140700,14320,149150,21544,147500,14993,262,1494
2022-03-22,A000150,두산,9.01,116000,59462,117100,81549,118700,140635,117250,113851,9008,9651
2022-03-22,A042670,두산인프라코어,9.46,6810,716278,6760,987996,6789,1235915,6805,1196639,81130,101841
2022-03-22,A192650,드림텍,20.73,10550,146593,10540,207011,10480,207125,10500,189901,81398,123473
2022-03-22,A024090,디씨엠,1.05,23300,16425,23260,42472,22930,40340,22950,33254,13041,4404
2022-03-22,A263720,디앤씨미디어,0.99,30500,17707,29940,27626,29300,25800,29100,25592,1665,2200
2022-03-22,A039840,디오,27.99,36500,61171,36380,140474,36020,208860,36150,125978,3800,3156
2022-03-22,A068930,디지털대성,1.73,9070,82234,9062,228291,8686,123813,8590,60264,3694,5188
2022-03-22,A281740,레이크머티리얼즈,0.6,4900,423447,4782,662770,4687,442013,4630,265700,27756,56196
2022-03-22,A004000,롯데정밀화학,20.64,79000,122074,77860,90512,77240,104158,77650,101864,14079,4353
2022-03-22,A058470,리노공업,47.85,186700,13409,187700,37097,184600,50713,186600,48500,1240,1294
2022-03-22,A169330,엠브레인,22.4,4310,211078,4412,387752,4625,235852,4695,98944,20491,10716
2022-03-22,A267980,매일유업,15.17,65800,14551,65540,14032,65920,19899,65700,15594,2189,2246
2022-03-22,A093520,매커스,13.85,9040,490888,8616,345522,8309,217765,8135,139518,11686,6949
2022-03-22,A067280,멀티캠퍼스,6.79,42800,7492,42490,6941,41820,6392,41700,6286,775,1442
2022-03-22,A215200,메가스터디교육,31.65,98800,64172,97740,137064,93170,103360,93650,67670,2156,239
2022-03-22,A138040,메리츠금융지주,8.04,34500,269745,34190,483694,33155,499010,33875,521950,8562,11034
2022-03-22,A008560,메리츠증권,12.57,5940,840408,5898,1796965,5786,1531601,5705,1291194,65955,141151
2022-03-22,A000060,메리츠화재,11.71,41800,251482,40580,345823,39085,390106,39100,392104,6693,5675
2022-03-22,A009900,명신산업,3.09,23050,321213,23280,401755,23165,304330,23100,239279,22641,42288
2022-03-22,A008420,문배철강,0.49,4815,1641380,4518,2283081,4434,1446115,4357,619222,34920,70687
2022-03-22,A268280,미원에스씨,0.59,195500,740,192400,1167,192700,1030,193500,836,496,771
2022-03-22,A214180,민앤지,12.77,18000,39513,17760,32876,17585,26248,17500,24683,14907,10574
2022-03-22,A222160,바이옵트로,0.69,8630,54453,8398,95173,8092,124459,8035,118963,4619,10413
2022-03-22,A043150,바텍,28.44,39500,101538,40030,128666,38980,93953,38875,87266,4429,5257
2022-03-22,A100120,뷰웍스,31.45,39600,42841,39470,34909,39050,28285,39100,27206,2286,4549
2022-03-22,A090460,비에이치,9.8,22800,1778713,21610,1476802,20385,966005,20175,688539,193516,41759
2022-03-22,A335890,비올,1.72,2350,201831,2345,443462,2368,665868,2340,608688,35176,78212
2022-03-22,A093190,빅솔론,13.68,6380,30302,6282,37064,6197,35570,6220,31700,3395,10501
2022-03-22,A143240,사람인에이치알,30.34,40400,6012,40560,14024,40550,17502,40625,18173,1357,1621
2022-03-22,A003960,사조대림,3.42,28750,43886,27800,24729,27440,25928,27350,23669,13526,4384
2022-03-22,A028050,삼성엔지니어링,40.31,27100,1784038,26430,1945052,26555,2793066,26450,2798961,246492,105446
2022-03-22,A016360,삼성증권,30.1,41600,155776,41810,371257,41445,328835,41350,299843,19436,33307
2022-03-22,A003230,삼양식품,9.86,90800,25118,90160,43236,87370,44588,87050,40488,1775,1130
2022-03-22,A017480,삼현철강,2.57,6570,62494,6502,108035,6372,103181,6410,86560,15041,10759
2022-03-22,A001820,삼화콘덴서,7.28,56900,62035,56620,62779,55720,55059,55900,54838,7356,11943
2022-03-22,A038070,서린바이오,3.53,17150,138923,17000,271727,16640,165207,16575,70438,9312,18797
2022-03-22,A063170,서울옥션,0.95,23450,174633,23250,293498,22695,250529,22975,199141,30392,19237
2022-03-22,A065710,서호전기,1.72,21700,6678,21740,9275,21750,23530,21725,11178,3573,2919
2022-03-22,A148150,세경하이테크,1.73,22700,43269,22530,66674,22450,66620,22525,67532,9073,15627
2022-03-22,A003030,세아제강지주,7.1,128500,24780,121400,36140,123300,35667,123250,38057,6304,5286
2022-03-22,A075580,세진중공업,1.32,6900,184454,6728,132965,6737,236439,6725,179565,19289,15091
2022-03-22,A068270,셀트리온,20.13,168000,1593292,180400,732965,177850,780477,180250,652709,129735,362629
2022-03-22,A357780,솔브레인,27.82,233800,22006,231380,32468,221690,32117,220050,25104,529,178
2022-03-22,A134790,시디즈,2.61,59500,422,58880,1210,58630,1184,58650,1214,732,1051
2022-03-22,A035510,신세계 I&C,1.54,183500,3665,181900,5438,180000,6630,180500,6150,1378,2338
2022-03-22,A001725,신영증권우,6.25,62900,769,62980,1065,62920,787,62900,764,1040,257
2022-03-22,A001720,신영증권,7.93,63100,10523,63020,6653,62880,5628,62900,5174,6514,1295
2022-03-22,A108320,실리콘웍스,34.3,139000,266413,132280,285907,126490,239644,123300,236771,6677,2529
2022-03-22,A222800,심텍,14.24,55300,1057055,52420,844543,51115,737709,50800,666617,76167,19721
2022-03-22,A160980,싸이맥스,2.17,17450,22932,17050,60894,16640,40666,16400,25475,8421,8771
2022-03-22,A352700,씨앤투스성진,4.05,5990,703838,5798,932464,5525,605438,5485,418294,38750,74000
2022-03-22,A051500,CJ프레시웨이,18.38,35950,98190,36380,95708,37135,103192,37000,94936,4609,1432
2022-03-22,A096530,씨젠,16.84,52800,333639,52860,484100,52360,575591,52750,608642,41649,27475
2022-03-22,A008700,아남전자,3.48,2235,371987,2216,489675,2173,390629,2162,374805,97787,89701
2022-03-22,A127710,아시아경제,3.57,3140,167166,3088,222793,3016,280611,3005,230355,30482,37408
2022-03-22,A339950,아이비김영,0.51,3095,604675,3128,1231882,3013,1977190,3085,1555983,13338,49220
2022-03-22,A095340,ISC,5.88,29600,104070,28930,160459,28475,161316,28725,143366,17685,13345
2022-03-22,A307180,아이엘사이언스,1.53,4930,88466,4784,115430,4672,112306,4647,86644,4781,12449
2022-03-22,A027360,아주IB투자,1.64,4020,316518,3982,548783,3856,459570,3840,425723,79911,30004
2022-03-22,A067160,아프리카TV,41.49,153500,85171,154400,145768,152500,209243,154150,197404,1098,5636
2022-03-22,A053800,안랩,25.59,135300,4175719,106080,2310831,94290,2358013,90600,1809251,15964,20867
2022-03-22,A297570,알로이스,1.58,2455,371599,2426,565070,2365,442635,2362,378160,83456,57449
2022-03-22,A123750,알톤스포츠,0.67,5080,89498,4993,70598,4932,80192,4967,65168,21952,12721
2022-03-22,A238120,얼라인드,0.75,8550,17223,8420,10647,8237,11599,8290,10708,4188,4483
2022-03-22,A011090,에넥스,1.41,2060,1447486,2056,2620681,1965,4283954,2037,2278005,141297,76608
2022-03-22,A270660,에브리봇,0.58,49900,592940,46540,2016866,43385,1120858,41575,437814,21615,12125
2022-03-22,A289080,SV인베스트먼트,0.59,3735,481257,3656,551986,3583,507549,3560,461648,72843,25674
2022-03-22,A034120,SBS,0.0,41300,33639,40650,33109,40710,43834,40675,39017,8626,3063
2022-03-22,A306040,에스제이그룹,3.03,25300,82503,25020,79718,24250,63093,24275,48374,6739,3589
2022-03-22,A004060,SG세계물산,2.21,714,1024654,711,2262335,691,4247384,705,3066634,69198,156315
2022-03-22,A016250,SGC이테크건설,4.0,59600,1590,60180,9727,59200,9014,59550,5567,773,1999
2022-03-22,A302440,SK바이오사이언스,5.22,145000,490699,143500,680193,144400,529465,146250,417464,36188,111816
2022-03-22,A326030,SK바이오팜,6.04,89800,75915,90960,189235,89360,166527,89700,179692,12227,10790
