NM,NEWS
테이팩스,폴더블폰 관련주에서 테이팩스 종목이 3.19%의 높은 상승률을 기록한 것으로 나타났다. 11일... 테이팩스 주가는 이 기간 동안 3.19% 상승해 주가상승률이 가장 높았으며 주가는 7만4500원으로...
테이팩스,10일 테이팩스 주가에 대해 살펴보겠습니다. 테이팩스는 실적 호조에 주가가 사흘째 올랐습니다. 10일 종가는 2300원 오른 7만4500원에 거래를 마쳤습니다. 이날 주가는 1월 4일의 3만8550원에 비해 93% 상승한 수준입니다....
테이팩스,제조하는 테이팩스(055490)에 대해 2차 전지용 테이프 매출의 성장이 이어지고 있어 올해도 두 자릿수 성장세가 가능할 것이라고 전망했다. 투자의견과 목표주가는 따로 제시하지 않았다. 테이팩스는 반도체 공정소재를...
테이팩스,테이팩스(055490)는 심병섭 대표이사 퇴임에 따라 조연주 대표를 신규 선임했다고 22일 공시했다.
테이팩스,2020년에 이어 2021년에도 실적 성장 뚜렷 하나금융투자는 8일 테이팩스에 대해 매출 증가는 내년에도 진행형이라고 전했다. 김경민 하나금융투자 연구원은 “한솔케미칼의 연결 자회사 테이팩스의 2차전지용 테이프...
테이팩스,"▶김민수의 오후장 제안 '테이팩스'- 미국 긴축 우려감 영향, 성장주 부진- 식품포장용 랩 38%· 전자재료용 테이프 51%- 전자소재용 테이프 매출 비중 증가 - 원가 구조 개선- 3분기 누적매출 1,100억 원· 영업익 163억 원..."
테이팩스,테이팩스는 사상 최고가를 기록한 후 6거래일째 하락하고 있습니다. 테이팩스는 한솔케미칼의 자회사입니다. 테이팩스는 2차전지 테마주로 부각되면서 주가가 급등했습니다. 테이팩스의 주가는 6일 5.25%(3900원)...
테이팩스,"사진_테이팩스 서동성기자=테이팩스는 11일 오후 2시 기준 4,700원이 올라 6.31% 상승중이다. 시가 74,500원 고가 81,000원 저가 74,500원이다. 시가총액은 3,741억원 시가총액순위는 코스피 423위다."
테이팩스,"진다예 기자, 테이팩스(055490)는 3분기 매출액 409억원(+28.4% YoY, +12.7% QoQ), 영업이익 65억원 (+30.7% YoY, +24.5% QoQ)을 기록하며 분기별 안정적 성장이 지속되고 있다. 테이팩스는 2022년 6월 시행 예정인 ‘일회용컵..."
테이팩스,"HOT 테마 ① 내년 상장하면 '시총 80조' 관련주: 테이팩스· 신성델타테크 ② '스마트카 미래포럼 서밋' 개최 관련주: 모바일어플라이언스· 에이테크솔루션 ▶ 내년 'LG엔솔' 상장 수혜 기대! - 매수가 75,500원 전후..."
테이팩스,"하이투자증권은 23일 테이팩스(055490)에 대해 이차전지 업체로 거듭나면서 기업가치가 재산정될 것이라고... 현재 테이팩스의 주가는 20일 기준 7만1300원이다. 테이팩스는 지난 1994년 설립된 테이프 전문업체로, 지난..."
테이팩스,뉴스토마토 = 우연수 기자 | 테이팩스(055490)는 이름에서도 느껴지듯이 특수 테이프 소재 제조 업체다.... 테이팩스의 현재 매출 구조에서 가장 견조하고 미래 성장이 확실시되는 부분은 전기차 2차전지용 특수 테이프다....
테이팩스,전기연 기자 kiyeoun01@ajunews.com 테이팩스 주가가 상승세다. 13일 한국거래소에 따르면 오후 2시 17분 기준 테이팩스는 전일 대비 8.43%(6100원) 상승한 7만8500원에 거래되고 있다. 테이팩스 시가총액은 3585억원이며...
테이팩스,2분기 매출 성장에 가장 크게 기여한 품목은 2차전지용 테이프 하나금융투자는 12일 테이팩스에 대해 전자소재용 테이프 사업 매출 비중은 50% 초반이라고 전했다. 김경민 하나금융투자 연구원은 “테이팩스는...
테이팩스,전기연 기자 kiyeoun01@ajunews.com 테이팩스 주가가 상승세다. 12일 한국거래소에 따르면 오전 9시 13분 기준 테이팩스는 전일 대비 10.95%(7500원) 상승한 7만6000원에 거래되고 있다. 테이팩스 시가총액은...
테이팩스,테이팩스가 2분기 이차전지 매출 성장에 힘입어 호실적을 달성하면서 강세다. 12일 오전 9시 17분 테이팩스는 전 거래일 대비 6500원(9.49%) 증가한 7만5000원에 거래되고 있다. 장중 7만8300원까지 오르면서 52주...
테이팩스,전기연 기자 kiyeoun01@ajunews.com 테이팩스 주가가 상승세다. 11일 한국거래소에 따르면 낮 12시 58분 기준 엘에이티는 전일 대비 12.28%(7600원) 상승한 6만9500원에 거래되고 있다. 테이팩스 시가총액은 3283억원이며...
테이팩스,"테이팩스는 전자재료 사업(OCA, 2차전지용테이프, 반도체용테이프 등), 유니랩 사업(식품 포장용 랩 등), 소비재 사업(절연테이프, 주방용품 등)을 영위하는 기업이다. 동사의 2021년 2분기 매출액 비중은 전자재료..."
테이팩스,테이팩스의 2분기 연결기준 영업이익은 52억1657만원으로 전년 동기대비 50.8% 증가했다. 9일 전자공시 반기보고서에 따르면 테이팩스의 2분기 매출액은 362억6110만원으로 전년 동기 279억232만원 대비 29.9...
테이팩스,SK증권은 9일 테이팩스에 대해 2차전지 매출 비중이 증가하며 이익률도 개선되고 있어 성장을 이어갈 것으로 전망했다. 테이팩스는 전자제품과 소비재에 사용되는 접착소재 생산 전문 업체다. 전자재료 부문은...
테이팩스,테이팩스 주가가 상승세다. 16일 오전 10시 30분 기준 테이팩스는 전일대비 7.15% 오른 8만 900원에 거래중이다. 해당종목은 폴더블 관련주로 지목됐다. 삼성전자가 최근 선보인 갤럭시Z플립3가 올해 폴더블폰 중...
테이팩스,한솔그룹 전자재료용 테이프 업체 테이팩스(대표 심병섭)가 의료기기 시장에 진출할 전망이다. 6일 식품의약품안전처에 따르면 테이팩스는 최근 식품의약품안전처로부터 의료기기 수입업 허가를 받았다....
테이팩스,테이팩스가 3년 만기 달러화 표시 채권을 발행했다. 4일 금융투자업계에 따르면 테이팩스는 2024년 7월 29일 만기가 돌아오는 채권을 통해 1천300만 달러(약 149억 원)를 조달했다. 금리는 고정금리다. 주관사는...
테이팩스,테이팩스의 조연주 기획실장이 회사 주식 171주를 장내매수했다고 29일 공시했다. 주당 평균... 테이팩스는 전자 소재용 테이프와 포장용 테이프 등을 만드는 제조업체다. 29일 오후 3시 현재 주가는 전일보다...
테이팩스,코스피 상장사 테이팩스가 올 1분기 양호한 실적을 거두면서 올해 전체 실적 전망도 밝아졌다는 분석이 나왔다. 8일 금융감독원 전자공시에 따르면 테이팩스의 올 1분기 연결 기준 영업이익은 46억원으로 전년 동기...
테이팩스,테이팩스의 1분기 연결기준 영업이익은 46억3903만원으로 전년 동기 25억1423만원 대비 84.5% 증가했다. 7일 전자공시에 따르면 테이팩스의 1분기 매출액은 333억3697만원으로 전년 동기 270억3392만원 대비 23.3...
티씨케이,"18일 티씨케이에 대해 삼성전자 P3와 SK하이닉스의 M16의 가동률 상승이 본격화되며, 실리콘카바이드링(SiC Ring)의 출하량 증가세가 지속될 것으로 판단된다고 전했다. 박유악 키움증권 연구원은 “티씨케이의..."
티씨케이,"IBK투자증권은 3일 티씨케이에 대해 지난해 특허 무효 판결 이후 독점적인 지위가 갖는 매력은 줄었지만... 그는 ""티씨케이의 올해 예상 실적은 매출액 3035억원, 영업이익 1153억원으로 전년 동기대비 각각 12.1%, 11.4..."
티씨케이,"■ 식각공정 핵심 부품 포커스링 국산화…티씨케이·비씨엔씨 눈길먼저 식각공정은 반도체 생산의 기본... 관련 국내 업체로는 티씨케이, 하나머티리얼즈, 비씨엔씨 등이 있는데요. 특히 티씨케이는 SiC링을 최초로..."
티씨케이,"LX세미콘 아프리카TV 티씨케이 대주전자재료 고영 하나머티리얼즈 파크시스템스 비에이치 쿠콘 등이다.... 아프리카TV(2020년 650원→2021년 730원), 티씨케이(1100원→1430원), 하나머티리얼즈(300원→600원), 고영(110원..."
티씨케이,티씨케이의 지난해 연간 개별기준 잠정 영업이익은 1034억36만원으로 최근 3개월간 증권사가 예상한 1032억5000만원에 부합한 실적을 올렸다. 9일 전자공시에 따르면 티씨케이는 지난해 연간 개별기준 매출액이...
티씨케이,티씨케이 주가 급락... 영업이익·성장률은 기대인데 왜? 사진=티씨케이 티씨케이 주가가 오전 장 하락세를 보이고 있다. 21일 오전 10시 14분께 티씨케이는 전일 대비 9900원(7.07%) 하락한 13만 100원에 거래되고 있다....
티씨케이,키움증권은 12일 티씨케이(064760)가 올 1분기 사상 최대 실적을 낼 것이라고 전망했다. 업종 내 최선호주... 1분기부터 티씨케이의 실적 성장 모멘텀이 재개될 것이란 평가다. 박 연구원은 “티씨케이의 주가는...
티씨케이,티씨케이가 급락 중이다. 티씨케이는 21일 코스닥 시장에서 오전 10시14분 현재 전 거래일 대비 7%(9800원) 하락한 13만200원에 거래되고 있다. 이 회사는 19일 2.89%의 낙폭에서 20일 1.6%의 상승폭을 기록했다....
티씨케이,티씨케이가 하락세다. 티씨케이는 19일 코스닥 시장에서 낮 12시40분 현재 전 거래일 대비 2.4%(3400원) 하락한 13만8500원에 거래되고 있다. 이 회사는 13일을 제외하고 12일부터 17일까지 1~4%의 상승폭을...
티씨케이,"티씨케이(064760)는 보통주 1주당 1430원 현금배당을 결정했다고 9일 공시했다. 시가배당율은 1%, 배당금총액은 166억9500만원이다."
티씨케이,정세희 기자 ssss308@ajunews.com 티씨케이 주가가 상승 중이다. 30일 한국거래소에 따르면 티씨케이는 이날 오전 9시 59분 기준 전 거래일 대비 1만3900원 (10.33%) 오른 14만8400원에 거래 중이다. 지난달 27일...
티씨케이,전기연 기자 kiyeoun01@ajunews.com 티씨케이 주가가 상승세다. 11일 한국거래소에 따르면 오후 2시 15분 기준 티씨케이는 전일 대비 2.07%(2500원) 상승한 12만3000원에 거래되고 있다. 티씨케이 시가총액은...
티씨케이,정세희 기자 ssss308@ajunews.com 티씨케이 주가가 상승 중이다. 19일 한국거래소에 따르면 티씨케이는 이날 오후 2시 17분 기준 전 거래일 대비 1만4600원 (12.34%) 오른 13만7500원에 거래 중이다. 지난달 27일...
티씨케이,전기연 기자 kiyeoun01@ajunews.com 티씨케이 주가가 상승세다. 28일 한국거래소에 따르면 오후 2시 9분 기준 티씨케이는 전일 대비 3.98%(4900원) 상승한 12만8100원에 거래되고 있다. 티씨케이 시가총액은...
티씨케이,"주자 티씨케이, 악재 딛고 전고점 탈환 가능할까 ■ SiC링, 흑연으로 영익률 38.49% ■ 무차입 경영으로 자산도 '깨끗' ■ 최근 특허 소송 패소로 주가 휘청 ■ 웨이퍼 시장 진입 등 근본 가치 고민할 때 Q. 티씨케이는 어떤..."
티씨케이,삼성증권은 티씨케이(064760)가 특허 소송 이슈로 센티먼트 악화 및 향후 성장률에 대한 희석이 불가피하다고... 티씨케이의 현재 주가는 지난 17일 종가 기준 14만 3000원이다. 배현기 삼성증권 연구원은 “특허로 인한...
티씨케이,티씨케이의 3분기 개별기준 잠정 영업이익은 266억4500만원으로 최근 3개월간 증권사가 예상한 컨센서스에 부합한 실적을 올렸다. 27일 전자공시에 따르면 티씨케이는 3분기 개별기준 매출액이...
티씨케이,SK렌터카·티씨케이·LG화학·네패스·에스엘이 목표주가 괴리율이 높은 다섯 종목으로 파악된다. 19일... 티씨케이 목표주가 괴리율도 상위권에 이름을 올렸다. 19일 티씨케이의 주가는 14만3000원으로 마쳤지만...
티씨케이,분기 실적 지속 성장세 '티씨케이' Q. 티씨케이는 어떤 기업인가? A. SiC 링을 독점하던 회사 A. SiC 링은 반도체 식각 공정에 필요한 소모품 A. 최근 하나머티리얼즈·케이엔제이 등 경쟁사 진입 Q. 3D 낸드 고단화에...
티씨케이,3분기 영업이익 268억원 전망 키움증권은 15일 티씨케이에 대해 향후 3D 낸드 고단화 및 고객사 신규 공장 증설 영향으로 실적 성장세가 지속될 전망이라고 전했다. 박유악 키움증권 연구원은 “티씨케이의...
티씨케이,특허 소송에서 불리한 판결이 내려졌다는 소식에 국내 최대 실리콘카바이드(SiC) 링 업체인 티씨케이가 급락했다. 향후 SiC 링 사업에서 티씨케이의 독점력이 깨지고 경쟁 사업자가 뛰어들 수 있다는 해석이 나오면서...
티씨케이,티씨케이가 급락 중이다. 티씨케이는 3일 코스닥 시장에서 오전 10시29분 현재 전 거래일 대비 10.46%(1만7800원) 하락한 15만2300원에 거래되고 있다. 티씨케이는 시간이 지날수록 가파른 하락세다. 티씨케이는...
티씨케이,정세희 기자 ssss308@ajunews.com 티씨케이 주가가 상승 중이다. 17일 한국거래소에 따르면 티씨케이는 이날 오전 9시 46분 기준 전 거래일 대비 5500원 (4.06%) 오른 14만900원에 거래 중이다. 지난 7월 티씨케이는...
티씨케이,"티씨케이는 올해 3분기 매출액이 전년동기대비 12.73% 증가한 687억원을 기록했다고 27일 공시했다. 이 기간 영업이익은 29.37% 증가한 266억원, 당기순이익은 210억원으로 33.25% 늘었다."
티씨케이,티씨케이(064760)는 3분기 영업이익이 전년 동기 대비 29.37% 늘어난 약 266억원으로 잠정 집계됐다고 27일 공시했다. 같은 기간 매출액은 12.73% 늘어난 687억원이다.
티씨케이,"15일 한국거래소에 따르면 이날 오후 2시 1분 현재 티씨케이는 전일 대비 7.66%(9300원) 오른 13만700원에... 키움증권은 이날 티씨케이에 대해 ""중장기적으로도 수요 강세와 삼성전자·SK하이닉스의 신규 공장 증설에..."
티씨케이,3분기 영업이익 269억원 전망 키움증권은 4일 티씨케이에 대해 향후 3D 낸드 고단화 및 고객사 신규 공장 증설 영향으로 실적 성장세가 지속될 전망이라고 전했다. 박유악 키움증권 연구원은 “티씨케이의 2분기...
티씨케이,"2분기 매출액 662억원, 영업이익 259억원 달성 하나금융투자는 2일 티씨케이에 대해 전방산업에서 반도체 회로의 미세화와 셀 구조의 고단화를 지속하고 있다고 전했다. 김경민 하나금융투자 연구원은 “티씨케이는..."
티씨케이,"한국거래소에 따르면 13일 기준 코스닥 공매도 거래 상위 5종목에 티씨케이, 하림지주, SK머티리얼즈, 휴온스, 리노공업 등이 이름을 올렸다. 티씨케이 총 거래대금 대비 공매도 거래대금 비중은 25.41%다. 이어..."
티씨케이,2분기 영업이익 245억원으로 시장 기대치 부합 예상 키움증권은 14일 티씨케이에 대해 3분기 영업이익도... 박유악 키움증권 연구원은 “티씨케이의 2분기 매출액은 전년 동기대비 16% 늘어난 652억원...
티씨케이,티씨케이 목표주가가 높아졌다. 티씨케이는 3D낸드플래시 고단화에 따른 실리콘카바이드 링(SiC Ring) 수요 강세 및 삼성전자와 SK하이닉스의 신규공장 증설에 따른 수혜로 성장세가 지속될 것으로 전망됐다. 티씨케이...
티씨케이,티씨케이의 주력 제품은 반도체 식각 공정용 소모품인 실리콘 카바이드 링이다. 티씨케이의 사업 보고서에 따르면 주력 제품의 원재료는 그래파이트라고 불리는 고순도 흑연이 가장 큰 비중을 차지한다. 티씨케이는...
티씨케이,국내 소부장 섹터를 리딩하는 대표기업 IBK투자증권은 22일 티씨케이에 대해 낸드 플래시 층수가 높아지며 두 번에 걸쳐 구멍을 뚫은 뒤 결합하는 더블스택 구조 도입의 수혜가 예상된다고 전했다. 티씨케이는 반도체...
티씨케이,티씨케이 주식 매수의견이 유지됐다. 전방산업에서 반도체장비의 가동률이 회복되면서 반도체 소모품의 매출이 늘어날 것으로 전망됐다. 박영순 티씨케이 대표이사 사장. 김경민 하나금융투자 연구원은 16일...
티씨케이,묵묵하게 실적으로 보여주는 하나금융투자는 15일 티씨케이에 대해 2분기 매출 추정치를 659억원에서 680억원으로 상향 조정한다고 전했다. 김경민 하나금융투자 연구원은 “티씨케이의 주력 제품은 반도체 식각...
티씨케이,"SK머티리얼즈, 티씨케이, 테스나 등이 이름을 올렸다. 파크시스템즈의 총 거래대금 대비 공매도 거래대금 비중은 22.19%다. 이어 엔지켐생명과학 21.78%, SK머티리얼즈 21.01%, 티씨케이 20.05%, 테스나 19.48% 순으로..."
티씨케이,티씨케이의 2분기 개별기준 잠정 영업이익은 258억7600만원으로 최근 3개월간 증권사가 예상한... 29일 전자공시에 따르면 티씨케이는 2분기 개별기준 매출액이 662억400만원으로 전년 동기 562억4000만원...
티씨케이,"코스닥에서 서부T&amp;D, KG이니시스, 티씨케이가 지정됐다. LX세미콘주식 변화 LX세미콘 거래량 변화 - 한국거래소 한국 거래소 데이터에 따르면 6일 LX세미콘의 거래대금은 9천8백억, 1년간 주가 그래프는 지속적으로..."
티씨케이,자극적 기사 + 공매도 재개 → 과도한 주가 하락 IBK투자증권은 18일 티씨케이에 대해 1분기 실적은 시장 기대치에 부합했다고 전했다. 이건재 IBK투자증권 연구원은 “티씨케이의 1분기 매출액은 전년 동기대비 22.8...
티씨케이,"한국기업평가, 티씨케이, 케어젠, 사람인에이치알, 메지온 등이 이름을 올렸다. 4일 한국기업평가의 총 거래대금 대비 공매도 거래대금 비중은 28.71%다. 이어 티씨케이 26.92%, 케어젠 26.06%, 사람인에이치알 25.79..."
티씨케이,한국거래소에 따르면 4일 티씨케이의 공매도는 13주로 나타났다. 이날 종가 기준 티씨케이 주가는 전일 대비 200원 하락한 19만9400원에 장을 마쳤다. 앞서 지난 3일 티씨케이는 1만772주의 공매도가 진행됐고 이에 따른...
티씨케이,한국거래소에 따르면 3일 티씨케이 기관 공매도는 1만772주로 나타났다. 이날 종가 기준 티씨케이 주가는 전일 대비 3700원 상승한 19만9600원에 장을 마쳤다. 앞서 지난 30일 티씨케이는 0주의 공매도가 진행됐고 이에...
티씨케이,반도체 식각 공정용 소모품인 실리콘 카바이드링을 공급하는 티씨케이의 주가가 29일 전일 대비 -14.01% 급락했다. 특허 무효 소송 결과에 대한 우려 때문으로 판단된다. 티씨케이는 2019년부터 경쟁사를 상대로 특허권...
티씨케이,업체인 티씨케이(064760)가 자사의 보유 특허가 무효화됐다는 소식에 급락했다. 하지만 회사 측은 “상대방이 제기한 특허 무효 소송이 일부 인용되긴 했지만 이 결과로는 티씨케이의 특허를 이용할 수 없다”며 패소가...
티씨케이,하나금융투자는 26일 티씨케이에 대해 올해 분기별로 매출 성장이 이뤄질 것으로 전망한다며... 하나금융투자 김경민 연구원은 반도체 공급사의 증설 발표와 장비사의 호실적이 티씨케이 주가를 견인하고...
티씨케이,티씨케이의 1분기 개별기준 잠정 영업이익은 238억6700만원이다. 최근 1개월간 증권사가 예상한... 23일 전자공시에 따르면 티씨케이는 1분기 개별기준 매출액이 630억3900만원으로 전년 동기 513억1800만원 대비...
티씨케이,티씨케이(064760)는 2분기 영업이익이 258억7600만원으로 전년 동기보다 31.72% 증가했다고 29일 공시했다. 매출액은 같은 기간 17.72% 증가한 662억400만원을 기록했다. 당기순이익은 211억3600만원으로 전년...
티씨케이,"티씨케이는 올해 2분기 실적으로 매출 662억원, 영업이익 259억원을 기록했다고 29일 공시했다. 이는 전년 동기 대비 매출은 17.72%, 영업이익은 31.72% 증가한 규모다."
티씨케이,"◆ 미국 반도체 장비주와 동반 상승...하나금융투자, 티씨케이 목표주가 상향 하나금융투자는 미국의... 확보한 티씨케이의 주가도 동반 상승했다고 평가. 실제로 티씨케이는 3월 7일에 목표 주가를 17만 원에서 20만..."
티씨케이,"지난 22일, ㈜티씨케이에서 (재)안성시민장학회에 500만원의 장학금을 기탁했다.(사진=안성시) 지난 22일, ㈜티씨케이에서 (재)안성시민장학회에 500만원의 장학금을 기탁했다. 이날 안성시청 시장실에서 김보라..."
티앤엘,"티앤엘(340570)이 1092억원 규모의 마이크로니들 패치, 트러블케어 패치 공급 판매 계약 체결 소식에 급등세다. 18일 오후 2시 33분 현재 티앤엘 주가는 전일 대비 16.20% 오른 4만7350원에 거래 중이다. 이날 티앤엘은..."
티앤엘,"KB증권은 14일 티앤엘에 대해 독일 스트라이즈 그룹을 통한 유럽향 매출액 확대가 기대된다고 분석했다. 투자의견과 목표주가는 제시하지 않았다. 이경은 KB증권 연구원은 ""티앤엘은 창상 피복재, 골절 치료용 고정재..."
티앤엘,상상인증권은 28일 티앤엘에 대해 올해 부착형 상처치료재(트러블케어패치)의 미국 및 유럽 수출이... 티앤엘은 지난해 매출 719억원과 영업이익 223억원을 기록했다. 전년 대비 70.7%와 145.6% 늘었다....
티앤엘,KB증권은 에스테틱 업체 티앤엘도 뽑았다. 상처치료제 생산능력(CAPA) 증설 및 2분기 가동 시작에 따른... ▲ 유일에너테크 - 전방 고객사 생산능력 확대 - 하반기 신공장 본격 가동 ▲ 티앤엘 - 상처치료제 CAPA 증설...
티앤엘,“내달 공장 증설이 완료되면 티앤엘의 생산능력은 연간 매출 1000억원 규모로 확대됩니다. 증설한 공장에서는 오는 4월부터 미세바늘(마이크로니들) 신제품을 생산할 예정입니다.” 지난 18일 만난 최윤소 티앤엘 대표는...
티앤엘,티앤엘이 급등 중이다. 티앤엘은 18일 코스닥 시장에서 오후 2시40분 현재 전 거래일 대비 16.32%(6650원) 상승한 4만7400원에 거래되고 있다. 이 회사는 14일을 제외하고 10일부터 17일까지 4% 미만의 상승폭을...
티앤엘,28일 한국거래소에 따르면 이날 오전 10시5분 현재 티앤엘(340570)은 전날 대비 4.69% 오른 4만150원에 거래되고 있다. 원바이오젠(307280)은 0.56% 상승 중이다. 티앤엘은 상처를 보호하거나 오염을 방지하기 위해 상처부위에...
티앤엘,"티앤엘(340570)은 정형외과용 고정제와 창상피복재 제조 및 판매를 주요사업으로 영위하는 기업이다. 2021년 3분기 기준 매출 비중은 창상피복재 81.7%, 정형외과용 고정제 11.8%, 기타 6.5%로 구성된다. 2021년 4분기 잠정..."
티앤엘,"이 밖에 제일파마홀딩스, 알에프세미, 티앤엘, 유라테크, 영보화학, 엑시콘 등의 거래량이 전일 대비 크게 늘었다. 코스피 지수는 전일 대비 0.46% 오른 2707.02, 코스닥 지수는 0.97% 상승한 922.96이다. 재무 상태평가..."
티앤엘,"신한금융투자는 10일 티앤엘에 대해 작년 4분기에 매출 호조에도 인건비와 물류비 증가로 시장 예상치... 티앤엘은 2021년 4분기에 연결 재무제표 기준 매출 223억원, 영업이익 56억원을 기록했다. 각각 전년 동기 대비..."
티앤엘,코스닥 시장에서는 오토앤 유일로보틱스 삼성스팩4호 서울리거에스피시스템스 삼성머스트스팩5호 CNH 러셀메디포스트 율호 지오엘리먼트 바른손 티앤엘 엔켐 엘앤케이바이오 에이비프로바이오 안랩...
티앤엘,"티앤엘 CI / 사진=티앤엘 석수정 기자=티앤엘의 주가가 장 후반 상승세를 보이고 있다. 29일 오후 2시 47분 기준 티앤엘은 전 거래일 대비 5.88% 상승한 46,850원에 거래 중이다. 티앤엘은 티앤엘은 창상치료재 중..."
티앤엘,이베스트투자증권은 29일 티앤엘(340570)에 대해 내년 히어로 코스메틱스향 매출액 고성장이 지속되고... 조은애 이베스트투자증권 연구원은 “티앤엘의 신제품 마이크로니들 패치는 각 종 유효성분을 길이 1mm 이하...
티앤엘,"21일 티앤엘에 대해 사상 최대 월간 수출 실적을 거둔데다 생산설비 증설, 화장품 사업 진출 효과로 내년에도 성장세를 이어갈 것이라고 전했다. 이동건 신한금융투자 연구원은 “티앤엘은 11월 최대 수출 실적을..."
티앤엘,"티앤엘의 주가가 상승하고 있다. (사진=티앤엘) 티앤엘이 해외수출 이슈에 주가가 강세를 보이고 있다. 21일 오후 2시 12분 티앤엘의 주가는 전일 대비 8.87% 상승한 45,400원에 거래되고 있다. 이날 티앤엘은..."
티앤엘,"신한금융투자는 티앤엘의 목표주가를 소폭 하향하면서도 ""가장 저평가된 에스테틱 업체""라고 평가했다.... 하향한다""며 ""티앤엘은 2021년 매출 고성장에 이어 2022년에도 주력 제품군인 하이드로콜로이드의..."
티앤엘,티앤엘은 지난해 연결기준 영업이익이 223억2732만원으로 전년대비 132.76% 증가했다고 9일 공시했다. 같은 기간 매출액은 718억9589만원으로 76.94% 늘어난 것으로 나타났다. 당기순이익은 194억5365만원으로...
티앤엘,"티앤엘은 제 58회 무역의 날 행사에서 2000만불 수출의 탑과 대통령 표장을 수상했다고 10일 밝혔다. 이... 티앤엘은 해외 수출 증대에 힘입어 올해 3분기 누적 매출 495억원, 영업이익 167억원을 달성했다. 전년 동기 대비..."
티앤엘,#로봇 #투자 #삼성전자 #게임 #탄소중립 #엔터테인먼트 #오토앤 #유일로보틱스 #서울리거 #메디포스트 #티앤엘 #엔켐
티앤엘,"티앤엘은 24일 2021사업년도 결산배당으로 주당 400원의 현금배당을 결정했다고 공시했다. 배당금 총액은 약 32억원이며, 기준일은 오는 31일이다. 티앤엘은 지난해 11월20일 상장했으며 전기에 이번과 같은 주당..."
티앤엘,티앤엘은 ‘2021 세계일류상품 유공자포상’에서 산업통상자원부 장관 표창을 수상했다고 19일 밝혔다.... 티앤엘은 세계일류상품으로 수출에 이바지한 공로를 인정받았다. 세계일류상품은 세계 시장 점유율 5...
티앤엘,"신한금융투자는 16일 티앤엘에 대해 연말 쇼핑시즌의 수혜와 생산설비 증설에 따른 매출 성장세를 예상했다. 이에 투자의견 '매수', 목표주가는 8만원을 유지했다. 티앤엘은 지난달 창상피복재 수출액으로 전년 동기..."
티앤엘,"종목별로 살펴보면, 제약지수에서는 메디포스트(+15.18%)와 티앤엘(+12.27%), 제테마(+11.26%) 등 3개 종목이 두 자릿수의 상승률을 기록한 가운데 티앤알바이오팹(+9.25%), 씨티씨바이오(+7.80%), 바이오니아(+6.93..."
티앤엘,기업 티앤엘(340570)이 3분기 실적 발표를 앞두고 주목받고 있다. 꾸준한 수출 호조와 더불어 신규 사업 진출 등 모멘텀이 기다리고 있는 만큼 기대를 모으고 있는 것이다. 15일 마켓포인트에 따르면 티앤엘은 전 거래일...
티앤엘,"뉴스토마토 = 이될순 기자 |  신한금융투자는 29일 티앤엘(340570)에 대해 트러블 케어 패치의 우호적 업황을... 티앤엘은 고기능성 의료용 소재 전문회사로 창상피복재와 정형외과용 고정제를 제조, 판매한다...."
티앤엘,◇티앤엘=보통주 1주당 400원 현금 배당. ◇에이디엠코리아=제일약품과 22억원 규모 임상시험 업무 위탁 계약. ◇씨아이에스=190억원 규모 2차전지 전극공정 제조장비 공급 계약.
티앤엘,"의료기기업체인 티앤엘이 3분기 실적 기대감으로 주가가 고공행진을 보이고 있다. 티앤엘은 시장 개화기에 접어든 해외 시장을 겨냥한 수요를 맞추기 위해 기존 캐파(생산능력)를 50% 가량 끌어올리고, 중장기적으로..."
티앤엘,15일 방이1동주민센터에서는 폐휴대폰 재활용 전문 사회적 기업 에코티앤엘(대표 한상무)과 업무협약식이 열렸다. 에코티앤엘은 2019년 롯데월드와 기금 1억2000만 원을 적립하는 등 지금까지 지역 내 취약계층을...
티앤엘,의료용 소재업체 티앤엘의 주가가 급등했다. 티앤엘이 제조자개발생산(ODM)을 통해 미국서 판매하고 있는 여드름 치료제가 각광을 받고 있어서다. 16일 티앤엘은 전 거래일 대비 12.33% 오른 5만8300원에 장을 마쳤다....
티앤엘,신한금융투자는 16일 티앤엘(340570)이 3분기 실적 호조 기대감을 높이고 있다고 판단했다. 투자의견... 그는 “티앤엘 반기보고서에 공시된 8월 수주잔고(39억원)와 유사한 수준”이라며 “반기보고서 기준 3분기(7...
티앤엘,티앤엘의 3분기 연결기준 잠정 영업이익은 69억6700만원으로 최근 3개월간 증권사가 예상한 컨센서스에 미달했다. 28일 전자공시에 따르면 티앤엘은 3분기 연결기준 매출액이 182억7600만원으로 전년 동기...
티앤엘,전문기업인 티앤엘 주식 매수의견이 유지됐다. 상처치료재 제품들의 초과수요에 따라 생산설비를 늘리고 있는 동시에 새로운 국가로 수출 확대도 예상돼 매출이 증가할 것으로 전망됐다. 최윤소 티앤엘 대표이사....
티앤엘,동사는 이번 거래로 1300억원의 지분이 증가했다. ▲윤형순(임원)씨는 티앤엘의 주식 2200주를 늘렸다고 밝혔다. 윤씨는 이번 거래로 4000만원의 지분이 증가했다.
티앤엘,티앤엘(340570)을 분석한 보고서가 높은 수익률로 이뤄졌다. 29일 독립 리서치센터 및 빅데이터 업체인 리서치알음에 따르면 이 연구원이 다룬 티앤엘(340570)의 주간 투자 수익률은 34.4%에 달했다. 이 연구원이 분석한...
